457001.366,5421792.185,148.012,-3.066519
457001.275,5421792.182,148.009,-3.075927
457001.193,5421792.178,148.007,-3.084150
457001.095,5421792.174,148.004,-3.094742
457001.002,5421792.169,148.001,-3.106534
457000.873,5421792.164,147.989,-3.123544
457000.787,5421792.162,147.979,-3.135485
457000.671,5421792.159,147.964,3.130614
457000.530,5421792.159,147.948,3.108792
457000.387,5421792.162,147.939,3.085795
457000.232,5421792.167,147.928,3.059561
457000.046,5421792.180,147.910,3.026977
456999.863,5421792.198,147.893,2.993616
456999.666,5421792.224,147.884,2.957190
456999.438,5421792.265,147.872,2.914538
456999.220,5421792.316,147.857,2.872770
456998.970,5421792.386,147.834,2.824202
456998.731,5421792.465,147.818,2.777330
456998.483,5421792.558,147.804,2.727950
456998.206,5421792.684,147.787,2.672156
456997.949,5421792.818,147.770,2.619238
456997.688,5421792.970,147.754,2.563580
456997.397,5421793.160,147.739,2.501054
456997.132,5421793.359,147.724,2.443917
456996.843,5421793.603,147.707,2.379314
456996.584,5421793.851,147.694,2.318656
456996.336,5421794.124,147.678,2.256524
456996.078,5421794.455,147.664,2.186692
456995.856,5421794.781,147.649,2.121336
456995.646,5421795.129,147.635,2.055002
456995.435,5421795.544,147.624,1.982259
456995.260,5421795.947,147.620,1.916354
456995.105,5421796.378,147.623,1.852271
456994.963,5421796.877,147.620,1.785403
456994.860,5421797.356,147.615,1.726672
456994.785,5421797.856,147.602,1.669078
456994.731,5421798.431,147.593,1.608220
456994.714,5421799.030,147.580,1.551786
456994.728,5421799.540,147.571,1.509080
456994.778,5421800.184,147.563,1.461505
456994.849,5421800.786,147.560,1.424342
456994.947,5421801.405,147.561,1.392893
456995.081,5421802.105,147.555,1.363827
456995.238,5421802.755,147.552,1.348455
456995.396,5421803.405,147.550,1.333083
456995.553,5421804.054,147.547,1.317711
456995.771,5421804.842,147.544,1.313178
456995.990,5421805.631,147.541,1.308645
456996.225,5421806.455,147.533,1.309547
456996.442,5421807.225,147.525,1.311711
456996.665,5421808.018,147.512,1.313360
456996.892,5421808.831,147.496,1.315016
456997.146,5421809.747,147.480,1.316871
456997.373,5421810.600,147.472,1.318896
456997.600,5421811.474,147.467,1.320870
456997.856,5421812.462,147.459,1.323057
456998.091,5421813.380,147.452,1.324135
456998.328,5421814.319,147.445,1.325053
456998.597,5421815.374,147.435,1.325317
456998.847,5421816.354,147.424,1.325447
456999.103,5421817.355,147.412,1.325142
456999.392,5421818.477,147.399,1.324991
456999.660,5421819.519,147.389,1.324493
456999.934,5421820.580,147.380,1.324304
457000.244,5421821.772,147.369,1.324069
457000.530,5421822.875,147.360,1.324115
457000.852,5421824.111,147.351,1.324933
457001.147,5421825.251,147.343,1.325522
457001.475,5421826.520,147.333,1.326610
457001.770,5421827.685,147.327,1.327629
457002.051,5421828.862,147.332,1.328996
457002.338,5421830.048,147.330,1.330473
457002.567,5421831.004,147.328,1.331524
457002.946,5421832.572,147.319,1.333101
457003.242,5421833.790,147.308,1.334308
457003.568,5421835.143,147.297,1.335653
457003.865,5421836.380,147.286,1.336806
457004.162,5421837.626,147.277,1.338038
457004.491,5421839.004,147.263,1.339359
457004.792,5421840.265,147.249,1.340060
457005.094,5421841.532,147.235,1.339969
457005.427,5421842.933,147.218,1.338973
457005.733,5421844.212,147.201,1.337647
457006.044,5421845.496,147.181,1.336581
457006.405,5421846.905,147.159,1.335267
457006.737,5421848.194,147.141,1.334139
457007.073,5421849.487,147.123,1.333313
457007.440,5421850.921,147.104,1.332848
457007.779,5421852.227,147.082,1.332344
457008.117,5421853.542,147.060,1.332052
457008.475,5421854.936,147.066,1.332072
457008.833,5421856.330,147.073,1.332092
457009.173,5421857.666,147.072,1.332199
457009.551,5421859.142,147.070,1.332229
457009.947,5421860.694,147.060,1.332416
457010.342,5421862.246,147.050,1.332603
457010.616,5421863.332,147.037,1.332588
457010.962,5421864.692,147.024,1.332855
457011.308,5421866.056,147.007,1.333013
457011.690,5421867.559,146.990,1.333462
457012.036,5421868.927,146.974,1.333681
457012.380,5421870.297,146.958,1.333986
457012.759,5421871.804,146.937,1.334237
457013.112,5421873.225,146.898,1.334486
457013.465,5421874.646,146.859,1.334735
457013.817,5421876.066,146.820,1.334984
457014.157,5421877.443,146.781,1.334974
457014.496,5421878.818,146.749,1.334203
457014.873,5421880.330,146.708,1.333073
457015.217,5421881.703,146.675,1.331924
457015.596,5421883.212,146.638,1.330907
457015.942,5421884.582,146.607,1.330077
457016.291,5421885.950,146.574,1.329482
457016.676,5421887.454,146.538,1.328998
457017.026,5421888.820,146.508,1.328779
457017.376,5421890.186,146.478,1.328571
457017.760,5421891.687,146.449,1.328759
457018.113,5421893.050,146.418,1.328780
457018.464,5421894.413,146.389,1.328907
457018.849,5421895.911,146.357,1.329280
457019.198,5421897.272,146.328,1.329481
457019.550,5421898.629,146.306,1.329634
457019.953,5421900.110,146.294,1.329747
457020.314,5421901.458,146.278,1.330079
457020.679,5421902.803,146.264,1.330170
457021.071,5421904.287,146.246,1.330367
457021.431,5421905.633,146.232,1.330501
457021.789,5421906.981,146.214,1.330758
457022.183,5421908.462,146.193,1.330968
457022.505,5421909.676,146.171,1.330998
457022.900,5421911.163,146.137,1.330990
457023.308,5421912.653,146.099,1.330412
457023.683,5421914.006,146.066,1.329353
457023.987,5421915.088,146.039,1.328115
457024.472,5421916.841,145.999,1.325655
457024.851,5421918.189,145.968,1.323655
457025.225,5421919.534,145.942,1.321705
457025.650,5421921.010,145.925,1.319178
457026.035,5421922.349,145.912,1.316992
457026.421,5421923.686,145.897,1.314633
457026.852,5421925.156,145.880,1.311927
457027.286,5421926.624,145.858,1.309265
457027.644,5421927.825,145.839,1.307278
457028.080,5421929.292,145.815,1.305106
457028.482,5421930.630,145.794,1.303415
457028.874,5421931.974,145.769,1.301704
457029.312,5421933.453,145.738,1.300120
457029.712,5421934.795,145.712,1.298823
457030.154,5421936.272,145.682,1.297514
457030.556,5421937.613,145.657,1.296276
457030.953,5421938.954,145.633,1.294820
457031.351,5421940.293,145.610,1.293250
457031.787,5421941.755,145.594,1.291147
457032.183,5421943.083,145.581,1.288849
457032.585,5421944.410,145.566,1.286508
457033.029,5421945.867,145.551,1.283759
457033.440,5421947.189,145.533,1.281274
457033.853,5421948.509,145.515,1.278762
457034.307,5421949.963,145.508,1.275790
457034.720,5421951.285,145.508,1.273005
457035.134,5421952.606,145.511,1.269751
457035.557,5421953.922,145.503,1.266381
457036.027,5421955.370,145.492,1.262445
457036.460,5421956.684,145.477,1.258358
457036.941,5421958.127,145.461,1.253527
457037.390,5421959.434,145.440,1.248903
457037.850,5421960.737,145.413,1.244195
457038.367,5421962.170,145.375,1.238261
457038.840,5421963.470,145.347,1.232411
457039.371,5421964.899,145.308,1.225973
457039.863,5421966.195,145.270,1.220037
457040.368,5421967.495,145.234,1.214192
457040.926,5421968.920,145.202,1.207675
457041.445,5421970.219,145.173,1.201622
457041.971,5421971.516,145.148,1.195996
457042.564,5421972.944,145.117,1.190247
457043.166,5421974.372,145.089,1.184924
457043.729,5421975.679,145.060,1.180702
457044.291,5421976.985,145.031,1.176480
457044.863,5421978.297,145.003,1.172451
457045.450,5421979.614,144.967,1.168348
457046.097,5421981.065,144.941,1.163623
457046.694,5421982.388,144.918,1.158941
457047.295,5421983.709,144.897,1.154349
457047.969,5421985.167,144.872,1.149310
457048.598,5421986.500,144.850,1.144815
457049.227,5421987.833,144.828,1.140319
457049.935,5421989.310,144.804,1.135346
457050.587,5421990.656,144.782,1.130826
457051.251,5421992.008,144.756,1.126167
457051.926,5421993.365,144.728,1.121446
457052.821,5421995.142,144.691,1.115413
457053.384,5421996.245,144.669,1.111628
457054.169,5421997.772,144.641,1.106536
457054.895,5421999.170,144.616,1.101883
457055.634,5422000.574,144.587,1.097146
457056.460,5422002.126,144.556,1.092165
457057.221,5422003.538,144.531,1.088035
457057.982,5422004.956,144.521,1.084260
457058.833,5422006.519,144.507,1.080391
457059.617,5422007.945,144.491,1.076859
457060.410,5422009.374,144.474,1.073311
457061.289,5422010.946,144.462,1.069409
457061.855,5422011.948,144.455,1.067018
457062.916,5422013.813,144.437,1.062275
457063.825,5422015.393,144.421,1.058221
457064.661,5422016.834,144.407,1.054647
457065.589,5422018.420,144.394,1.050626
457066.434,5422019.869,144.384,1.047047
457067.285,5422021.315,144.372,1.043267
457068.145,5422022.756,144.358,1.039213
457069.098,5422024.338,144.335,1.034400
457069.972,5422025.770,144.316,1.029994
457070.851,5422027.197,144.299,1.025498
457071.829,5422028.759,144.279,1.020365
457072.724,5422030.172,144.266,1.015683
457073.626,5422031.580,144.255,1.010959
457074.624,5422033.124,144.241,1.005717
457075.538,5422034.522,144.227,1.001387
457076.459,5422035.917,144.209,0.997463
457077.477,5422037.446,144.188,0.993241
457078.406,5422038.833,144.172,0.989432
457079.340,5422040.217,144.158,0.985834
457080.375,5422041.736,144.143,0.981877
457081.322,5422043.112,144.127,0.978376
457082.470,5422044.752,144.113,0.974374
457083.335,5422045.978,144.102,0.971629
457084.304,5422047.329,144.089,0.968625
457085.275,5422048.680,144.074,0.965695
457086.352,5422050.161,144.050,0.962476
457087.333,5422051.508,144.032,0.959712
457088.317,5422052.854,144.015,0.956895
457089.405,5422054.328,143.993,0.953680
457090.399,5422055.667,143.971,0.950673
457091.403,5422057.000,143.941,0.947024
457092.506,5422058.472,143.917,0.942478
457093.519,5422059.794,143.885,0.937761
457094.535,5422061.120,143.859,0.932889
