455958.496,5433577.365,113.112,-3.054175
455957.408,5433577.270,113.118,-3.053549
455956.319,5433577.175,113.123,-3.052924
455955.230,5433577.079,113.129,-3.052298
455954.142,5433576.984,113.135,-3.051673
455953.053,5433576.889,113.140,-3.051047
455951.964,5433576.794,113.146,-3.050422
455950.876,5433576.698,113.151,-3.049796
455949.787,5433576.603,113.157,-3.049171
455948.699,5433576.508,113.163,-3.048545
455947.610,5433576.412,113.168,-3.047920
455946.521,5433576.317,113.174,-3.047294
455945.433,5433576.222,113.180,-3.046669
455944.401,5433576.132,113.185,-3.045844
455943.255,5433576.031,113.191,-3.045418
455941.994,5433575.920,113.197,-3.044784
455940.848,5433575.819,113.202,-3.044307
455939.587,5433575.707,113.206,-3.043617
455938.441,5433575.604,113.209,-3.043186
455937.294,5433575.500,113.215,-3.042372
455936.032,5433575.385,113.222,-3.041597
455934.885,5433575.280,113.228,-3.040747
455933.623,5433575.163,113.233,-3.039855
455932.475,5433575.055,113.240,-3.039102
455931.328,5433574.948,113.243,-3.038231
455930.065,5433574.828,113.247,-3.037427
455928.918,5433574.720,113.251,-3.036510
455927.657,5433574.598,113.257,-3.035722
455926.509,5433574.487,113.264,-3.035068
455925.362,5433574.375,113.271,-3.034433
455924.098,5433574.251,113.277,-3.033913
455922.950,5433574.138,113.284,-3.033336
455921.687,5433574.013,113.291,-3.033122
455920.539,5433573.898,113.298,-3.033163
455919.391,5433573.783,113.305,-3.033269
455918.129,5433573.656,113.309,-3.033336
455916.981,5433573.540,113.312,-3.033430
455915.717,5433573.410,113.315,-3.033890
455914.567,5433573.293,113.318,-3.035316
455913.417,5433573.178,113.317,-3.036899
455912.150,5433573.054,113.313,-3.038626
455910.997,5433572.944,113.307,-3.039800
455909.845,5433572.835,113.295,-3.041303
455908.576,5433572.716,113.281,-3.042513
455907.421,5433572.608,113.272,-3.043315
455906.150,5433572.492,113.264,-3.043362
455904.993,5433572.386,113.258,-3.042688
455903.836,5433572.281,113.251,-3.041213
455902.563,5433572.161,113.249,-3.039543
455901.406,5433572.051,113.243,-3.038596
455900.135,5433571.928,113.236,-3.037719
455898.979,5433571.815,113.230,-3.037034
455897.825,5433571.702,113.224,-3.036894
455896.556,5433571.579,113.218,-3.036713
455895.404,5433571.466,113.212,-3.036341
455894.137,5433571.342,113.209,-3.036009
455892.989,5433571.229,113.200,-3.035774
455891.842,5433571.114,113.190,-3.035760
455890.582,5433570.987,113.183,-3.035655
455889.440,5433570.873,113.178,-3.035692
455888.186,5433570.747,113.171,-3.035916
455887.049,5433570.634,113.168,-3.036819
455885.912,5433570.522,113.163,-3.038752
455884.666,5433570.404,113.160,-3.041581
455883.536,5433570.302,113.151,-3.044022
455882.293,5433570.192,113.147,-3.046681
455881.164,5433570.095,113.152,-3.049353
455880.038,5433570.001,113.153,-3.052442
455878.803,5433569.900,113.146,-3.056737
455877.683,5433569.815,113.142,-3.060157
455876.454,5433569.728,113.140,-3.063879
455875.338,5433569.652,113.143,-3.067082
455874.223,5433569.578,113.148,-3.070497
455873.000,5433569.501,113.151,-3.074511
455871.891,5433569.436,113.152,-3.078124
455870.672,5433569.371,113.153,-3.081693
455869.563,5433569.315,113.156,-3.084839
455868.453,5433569.262,113.163,-3.087570
455867.229,5433569.209,113.167,-3.090477
455866.117,5433569.164,113.171,-3.093063
455864.893,5433569.119,113.174,-3.095612
455863.779,5433569.080,113.173,-3.097889
455862.661,5433569.045,113.171,-3.100150
455861.427,5433569.007,113.171,-3.102444
455860.300,5433568.976,113.176,-3.104058
455859.056,5433568.942,113.183,-3.104610
455857.919,5433568.911,113.192,-3.103811
455856.779,5433568.880,113.199,-3.102461
455855.517,5433568.846,113.206,-3.100307
455854.365,5433568.811,113.210,-3.097930
455853.092,5433568.770,113.214,-3.094609
455851.933,5433568.727,113.218,-3.090993
455850.770,5433568.681,113.222,-3.087226
455849.488,5433568.626,113.230,-3.082895
455848.320,5433568.570,113.235,-3.078712
455847.033,5433568.504,113.240,-3.073957
455845.862,5433568.437,113.244,-3.069339
455844.689,5433568.365,113.248,-3.064580
455843.397,5433568.280,113.253,-3.059354
455842.221,5433568.197,113.260,-3.054889
455840.924,5433568.098,113.267,-3.051057
455839.742,5433568.002,113.274,-3.049005
455838.558,5433567.903,113.280,-3.048077
455837.254,5433567.792,113.285,-3.046905
455836.065,5433567.689,113.290,-3.045892
455834.755,5433567.575,113.295,-3.045086
455833.560,5433567.467,113.297,-3.044188
