458787.567,5429336.190,115.837,2.023228
458787.233,5429336.873,115.840,2.017951
458786.877,5429337.609,115.839,2.010901
458786.572,5429338.266,115.834,2.003251
458786.278,5429338.909,115.829,1.994354
458785.972,5429339.601,115.824,1.981920
458785.711,5429340.220,115.821,1.968493
458785.466,5429340.828,115.810,1.953418
458785.208,5429341.480,115.794,1.933866
458784.985,5429342.064,115.774,1.913174
458784.778,5429342.638,115.756,1.890363
458784.574,5429343.266,115.744,1.862311
458784.404,5429343.837,115.733,1.832454
458784.233,5429344.463,115.709,1.796216
458784.102,5429345.034,115.691,1.760889
458783.995,5429345.611,115.681,1.723890
458783.906,5429346.249,115.676,1.681232
458783.844,5429346.824,115.676,1.641035
458783.806,5429347.394,115.678,1.600358
458783.794,5429348.024,115.680,1.556197
458783.810,5429348.595,115.688,1.516209
458783.854,5429349.212,115.698,1.472192
458783.916,5429349.776,115.696,1.431392
458784.007,5429350.391,115.685,1.384512
458784.112,5429350.958,115.668,1.340433
458784.246,5429351.525,115.665,1.295010
458784.409,5429352.092,115.663,1.247345
458784.621,5429352.719,115.668,1.192534
458784.845,5429353.276,115.671,1.141976
458785.127,5429353.889,115.676,1.085703
458785.414,5429354.439,115.684,1.034025
458785.735,5429354.980,115.690,0.982760
458786.088,5429355.503,115.693,0.930774
458786.511,5429356.062,115.694,0.873280
458786.929,5429356.554,115.699,0.821728
458787.420,5429357.080,115.704,0.767488
458787.900,5429357.538,115.710,0.723380
458788.405,5429357.979,115.715,0.685541
458788.991,5429358.452,115.716,0.650011
458789.545,5429358.871,115.715,0.622709
458790.120,5429359.287,115.713,0.599688
458790.778,5429359.733,115.713,0.579430
458791.397,5429360.134,115.705,0.565635
458792.037,5429360.533,115.699,0.556472
458792.830,5429361.015,115.688,0.550489
458793.442,5429361.383,115.685,0.548334
458794.137,5429361.799,115.682,0.547130
458794.849,5429362.222,115.672,0.546753
458795.648,5429362.700,115.663,0.547173
458796.393,5429363.141,115.652,0.548172
458797.149,5429363.592,115.646,0.548948
458797.996,5429364.097,115.636,0.549844
458798.780,5429364.568,115.628,0.550759
458799.577,5429365.048,115.630,0.551900
458800.467,5429365.583,115.627,0.552675
458801.287,5429366.078,115.617,0.553596
458802.120,5429366.574,115.593,0.554230
458803.045,5429367.135,115.577,0.555803
458803.895,5429367.654,115.570,0.557408
458804.840,5429368.236,115.571,0.559658
458805.708,5429368.773,115.573,0.561866
458806.579,5429369.313,115.577,0.564364
458807.541,5429369.916,115.576,0.567136
458808.419,5429370.473,115.575,0.570154
458809.299,5429371.034,115.573,0.573088
458810.270,5429371.655,115.570,0.576433
458811.153,5429372.226,115.569,0.579441
458812.039,5429372.806,115.568,0.582132
458813.021,5429373.446,115.570,0.584604
458813.916,5429374.033,115.566,0.586348
458814.814,5429374.621,115.558,0.587384
458815.805,5429375.269,115.537,0.588244
458816.708,5429375.863,115.530,0.588596
458817.708,5429376.517,115.532,0.588616
458818.621,5429377.113,115.538,0.588016
458819.537,5429377.712,115.539,0.587201
458820.549,5429378.371,115.534,0.586342
458821.474,5429378.971,115.529,0.585807
458822.403,5429379.576,115.525,0.585137
458823.433,5429380.244,115.524,0.584416
458824.378,5429380.854,115.520,0.583557
458825.327,5429381.469,115.516,0.582786
458826.380,5429382.149,115.511,0.581984
458827.344,5429382.769,115.499,0.581499
458828.314,5429383.393,115.479,0.580640
458829.390,5429384.085,115.457,0.580841
458830.373,5429384.718,115.434,0.581001
458831.461,5429385.420,115.411,0.581619
458832.456,5429386.067,115.397,0.582174
458833.459,5429386.722,115.386,0.583175
458834.568,5429387.446,115.384,0.583876
458835.582,5429388.106,115.381,0.584524
458836.602,5429388.771,115.379,0.585581
458837.732,5429389.507,115.381,0.587432
458838.765,5429390.185,115.382,0.588941
458839.803,5429390.869,115.384,0.590614
458840.952,5429391.634,115.388,0.592377
458842.003,5429392.336,115.391,0.593819
458843.060,5429393.047,115.392,0.595321
458844.232,5429393.834,115.393,0.597422
458845.302,5429394.553,115.383,0.599314
458846.379,5429395.278,115.376,0.600908
458847.569,5429396.083,115.369,0.602913
458848.655,5429396.821,115.363,0.604520
458849.853,5429397.636,115.355,0.606421
458850.944,5429398.379,115.345,0.608145
458852.035,5429399.123,115.335,0.609824
458853.236,5429399.947,115.319,0.611259
458854.327,5429400.702,115.310,0.612214
458855.417,5429401.456,115.295,0.613001
458856.617,5429402.283,115.279,0.614162
458857.708,5429403.035,115.263,0.614796
458858.798,5429403.790,115.253,0.615372
458859.999,5429404.622,115.243,0.615934
458861.089,5429405.383,115.241,0.616362
458862.176,5429406.145,115.237,0.616749
458863.371,5429406.984,115.243,0.617284
458864.455,5429407.750,115.258,0.617831
458865.539,5429408.518,115.273,0.618271
458866.727,5429409.356,115.281,0.619321
458867.804,5429410.112,115.277,0.620384
458868.989,5429410.948,115.277,0.621674
458870.067,5429411.710,115.277,0.622690
458871.147,5429412.475,115.278,0.623992
458872.335,5429413.317,115.271,0.625677
458873.415,5429414.083,115.257,0.626987
458874.496,5429414.853,115.244,0.628327
458875.686,5429415.708,115.232,0.630378
458876.769,5429416.489,115.222,0.632013
458877.850,5429417.274,115.210,0.633466
458879.041,5429418.141,115.200,0.635138
458880.125,5429418.930,115.182,0.636665
458881.214,5429419.729,115.172,0.638194
